title_en,content_en,url
Sinking of USS Housatonic,"The Sinking of USS Housatonic on 17 February 1864 during the American Civil War was an important turning point in naval warfare. The Confederate States Army submarine, H.L. Hunley made her first and only attack on a Union Navy warship when she staged a clandestine night attack on USS Housatonic in Charleston harbor. H.L. Hunley approached just under the surface, avoiding detection until the last moments, then embedded and remotely detonated a spar torpedo that rapidly sank the 1,240 long tons (1,260 t) sloop-of-war with the loss of five Union sailors. H.L. Hunley became renowned as the first submarine to successfully sink an enemy vessel in combat, and was the direct progenitor of what would eventually become international submarine warfare, although the victory was Pyrrhic and short-lived, since the submarine did not survive the attack and was lost with all eight Confederate crewmen. Sinking On the evening of 17 February 1864, H.L. Hunley made her first mission against an enemy vessel during the American Civil War. Armed with a spar torpedo, mounted to a rod extending out from her bow, H.L. Hunley's mission was to lift the blockade of Charleston, South Carolina by destroying the sloop-of-war USS Housatonic in Charleston Harbor. Housatonic was a 1,240-long-ton (1,260 t) vessel with an armament of twelve large cannons, stationed at the entrance of Charleston Harbor roughly five miles (8.0 km) off the coast. Housatonic was commanded by Captain Charles W. Pickering and had a crew of 150 men. H.L. Hunley began her approach at about 8:45 pm, commanded by First Lieutenant George E. Dixon and crewed by seven volunteers. Accounts differ about the initial approach; what is known is that H.L. Hunley was spotted just before embedding her torpedo into Housatonic's hull. Official accounts say Housatonic was unable to fire a broadside at H.L. Hunley, and only hit her with small arms fire. H.L. Hunley attached her explosive to Housatonic's side before reversing and setting a course for home. A few moments later the torpedo detonated and sank the sloop-of-war. First-hand reports say no explosion was heard by the crew of Housatonic, who immediately began climbing the rigging or entering life boats as the sloop began to sink stern first and list to port. Within five minutes, Housatonic was partially underwater. H.L. Hunley thus achieved the first sinking of a warship in combat via submarine. Aftermath Five men – two officers and three crewmen – went down with their ship while an unknown number of Union Navy sailors were injured. The survivors were later rescued by other elements of the Charleston blockading force. The first ship on the scene was USS Canandaigua. H.L. Hunley won her first victory, but was lost at sea the same night while returning home to Sullivan's Island. It was originally thought that H.L. Hunley was sunk as the result of her own torpedo exploding, but some claim that she survived as long as an hour after destroying Housatonic. Support for the argument of H.L. Hunley's brief survival is a report by the commander of Fort Moultrie on Sullivan's Island that prearranged signals from the sub were observed, and answered; he did not say what the signal was. Further support comes from the testimony of a lookout on the sunken Housatonic, who reported seeing a ""blue light"" from his perch in the sunken ship's rigging. There was also a post-war claim that two ""blue lights"" were the prearranged signal between the sub and Fort Moultrie. ""Blue light"" at the time of the Civil War was a pyrotechnic signal in long use by the US Navy. Modern claims in published literature on H.L. Hunley have repeatedly and mistakenly been that the ""blue light"" was a blue lantern, when in fact no blue lantern was found on the recovered H.L. Hunley, and period dictionaries and military manuals confirm the 1864 use and meaning of ""blue light."" This was the last time H.L. Hunley was heard from, until her recovery from the waters off Charleston, South Carolina.",https://en.wikipedia.org/wiki/Sinking_of_USS_Housatonic
First Battle of Independence,"The First Battle of Independence was a minor engagement of the American Civil War, occurring on August 11, 1862, in the city of Independence, located in Jackson County, Missouri. Its result was a Confederate victory, continuing the Southern domination of the Jackson County area for a few days while the recruiters completed their work. This battle should not be confused with the Second Battle of Independence, which was fought in 1864. That battle resulted in a Union victory. Background During the summer of 1862, many Confederate and Missouri State Guard recruiters were dispatched northward from Arkansas into Missouri to replenish the depleted ranks of Trans-Mississippi forces. Among these were Captain Jo Shelby, Colonel Vard Cockrell, Colonel John T. Coffee, Upton Hays, John Charles Tracy, John T. Hughes, Gideon W. Thompson and DeWitt C. Hunter. Various guerrillas and bushwhackers, most notably those under William Quantrill, had gathered in Missouri and assisted these recruiters as they worked in the region. For example, Upton Hays was aided by thirty men from Quantrill's command under the brutal George Todd. By August 1, Hays was camped near Lee's Summit with 150 men. Additional Confederates continued to infiltrate the area throughout the days that followed. Union forces, meanwhile, were bivouacked in Independence, the county seat of Jackson County. These were led by Lt. Col. James T. Buel. Like many towns in that part of Missouri, Independence had a number of sympathizers from both sides residing in it. Colonel Hughes intended to cross the Missouri River, to recruit around his hometown of Clinton County, Missouri. He and Gideon Thompson rode to Hays's camp with 75 men; 25 additional men with Quantrill soon arrived. The officers conferred. Desperate for ammunition, and needing a victory to stir their recruiting efforts, they determined to make a surprise attack against Buel before he could attack them. Cole Younger and another man conducted a successful reconnaissance of the town on the day prior to the Confederate attack. Lt. Col. Buel for his part had sent one of his officers, a Captain Breckenridge, scouting for eleven days, but Breckenridge found nothing. Buel became aware of Hays's camp, however, and prepared to attack it. On the evening of August 10, several citizens warned Buel of an impending assault on the city; many Union residents had already fled. Buel ignored these warnings, but another of his officers, a Captain Rodewald, did not. The Federals were positioned in three main concentrations: their camp near a rock wall, the bank serving as Buel's headquarters, and the county jail. Opposing forces Union Lt. Col. James T. Buel 7th Missouri Volunteer Cavalry (cos. B & D) - Capt. James Breckenridge, Lt. James M. Vance 2nd Battalion Missouri State Militia Cavalry (cos. B, D, & E) - Capt. Jacob Axline, Capt. Franklin Cochran, Capt. Aaron Thomas 6th Regiment Missouri Enrolled Militia (1 company) - W.H. Rodewald Confederate Col./Acting Brigadier John T. Hughes Hughes' Recruiters Hays' Regiment Quantrill's Guerrillas Battle Col. John T. Hughes's Confederate force, including the partisan leader William Quantrill, attacked Independence before dawn, in two columns using different roads. They drove through the town to the Union Army camp, delivering a deadly volley to the sleeping men. Captain Breckenridge suggested surrender, but Captain Jacob Axline formed the Federal troops behind a rock wall and a nearby ditch while the Confederates rifled through their camp, looking for ammunition. The Rebels made several attacks against Axline's wall, but never succeeded in taking it. Here Colonel Hughes was killed, while Thompson and Hays were wounded. Lt. Col. Buel attempted to hold out with part of his force in the bank building he used as his headquarters. He was forced to surrender after an adjacent building was set afire. Through a flag of truce, Buel arranged a meeting with the new Confederate commander, Col",https://en.wikipedia.org/wiki/First_Battle_of_Independence
"Battle of Jackson, Tennessee","The Battle of Jackson, also known as the Battle of Salem Cemetery, was fought on December 19, 1862, in Madison County, Tennessee, during the American Civil War. Background The engagement at Jackson occurred during Confederate Brig. Gen. Nathan Bedford Forrest's Expedition into West Tennessee, between December 11, 1862, and January 1, 1863. Forrest wished to interrupt the rail supply line to Maj. Gen. Ulysses S. Grant's army, campaigning down the Mississippi Central Railroad. If he could destroy the Mobile & Ohio Railroad running south from Columbus, Kentucky, through Jackson, Tennessee, Grant would have to curtail or halt his operations. Forrest's 2,100-man cavalry brigade crossed the Tennessee River from December 15 to December 17, heading west. Grant ordered a troop concentration at Jackson under Brig. Gen. Jeremiah C. Sullivan and sent a cavalry force out under Col. Robert G. Ingersoll, to confront Forrest. Forrest, however, smashed the Union cavalry at Lexington on December 18. Battle As Forrest continued his advance the next day, Sullivan ordered Col. Adolph Englemann to take a small force northeast of Jackson. At Old Salem Cemetery, acting on the defensive, Englemann's two infantry regiments repulsed a Confederate mounted attack and then withdrew a mile closer to town. To Forrest, the fight amounted to no more than a feint and show of force intended to hold Jackson's Union defenders in place while two mounted columns destroyed railroad track north and south of the town and returned. This accomplished, Forrest withdrew from the Jackson area to attack Trenton and Humboldt. Thus, although the Federals had checked a demonstration by a portion of Forrest's force, a major accomplishment, other Confederates had fulfilled an element of the expedition's mission. Rose Hill Rose Hill is a large home built in 1823. During the Battle Of Jackson, Tennessee it was used as a hospital for both the injured Union and the Confederate soldiers. The house stands to this day and is currently a private residence. Battlefield preservation The American Battlefield Trust and its partners have acquired and preserved 120 acres (49 ha) of the battlefield as of early 2024. Notes","https://en.wikipedia.org/wiki/Battle_of_Jackson,_Tennessee"
Battle of Johnsonville,"The Battle of Johnsonville was fought November 4–5, 1864, in Benton and Humphreys counties, Tennessee, during the American Civil War. Confederate cavalry commander Major General Nathan Bedford Forrest culminated a 23-day raid through western Tennessee by attacking the Union supply base at Johnsonville. Forrest's attack destroyed a total of 28 Union boats and barges in the Tennessee River and millions of dollars of supplies, disrupting the logistical operations of Union Major General George H. Thomas in Nashville. As a result, Thomas's army was hampered in its plan to defeat Confederate Lieutenant General John Bell Hood's invasion of Tennessee, known as the Franklin–Nashville campaign. (Thomas eventually succeeded in repulsing Hood.) Part of the battlefield has been preserved in Johnsonville State Historic Park. Much of the original battleground was submerged by the creation of Kentucky Lake in 1944. Background The Union relied on the Tennessee River as a critical route to supply Federal forces in the state. Supplies were offloaded at Johnsonville and shipped by rail to Nashville. In the fall of 1864 the supplies were principally meant for the Army of the Cumberland, commanded by Thomas. Meanwhile, Hood's army was marching through northern Alabama on its way to an invasion of Tennessee. In late September 1864, Hood's army departed northwest from the vicinity of Atlanta, Georgia, hoping its destruction of Union supply lines would lure Major General William T. Sherman's Union army into battle. Sherman pursued Hood as far as Gaylesville, Alabama, but decided to return his army to Atlanta. He conducted a March to the Sea through Georgia, destroying supplies and infrastructure. Tennessee had been occupied by federal troops since 1862, and Sherman charged Thomas with its defense. Lieutenant General Richard Taylor ordered Forrest on a wide-ranging cavalry raid through Western Tennessee to destroy the Union supply line to Nashville. Forrest's initial objective was Fort Heiman on the Tennessee River north of Johnsonville, possession of which would prevent Union transports from reaching Johnsonville, upriver. The first of Forrest's men began to ride on October 16, 1864. They were exhausted from a previous raid and Forrest gave them orders to disperse, obtain new mounts and supplies, and return to the raid. Forrest began moving north on October 24 and reached Fort Heiman on October 28, where he emplaced artillery. On October 29 and October 30, his artillery fire resulted in the capture of the steamers Mazeppa, Anna, and Venus, as well as the gunboat Undine. At this point, the Union stopped river supply traffic to Johnsonville. Forrest repaired two of the boats, Undine and Venus, to use as a small flotilla to aid in his attack on Johnsonville. The boats and his cavalrymen departed on November 1, 1864. The infantry component, traveling overland, encountered difficult road conditions following recent rains. On November 2, Forrest's flotilla was challenged by two Union gunboats, Key West and Tawah. Venus was run aground and captured. The Federals dispatched six more gunboats from Paducah, Kentucky, and on November 3 they engaged in artillery duels with strong Confederate positions on either end of Reynoldsburg Island, near Johnsonville. The Federal fleet had difficulty attempting to subdue these positions and were occupied as Forrest prepared his force for the attack on Johnsonville. Battle On the evening of November 3, 1864, Forrest's artillerist, Capt. John Morton, positioned his guns across the river from the Federal supply base at Johnsonville. On the morning of November 4, Undine and the Confederate batteries were attacked by three Union gunboats from Johnsonville under U.S. Navy Lt. Edward M. King and by the six Paducah gunboats under Lt. Cmdr. LeRoy Fitch. Capt. Frank M. Gracey (a former steamboat captain serving as a Confederate cavalryman) abandoned Undine, setting her on fire. Her ammunition magazine exploded, ending Forrest's b",https://en.wikipedia.org/wiki/Battle_of_Johnsonville
Joint Expedition Against Franklin,"The Joint Expedition Against Franklin was a joint engagement between the United States Army and Navy against the Confederate States Army during the American Civil War. The engagement was intended to move Union forces into an area where Confederate forces were gathering as they prepared to move on Suffolk, Virginia. Originally planned as a coordinated two-pronged attack with a naval flotilla supporting an infantry advance on Franklin, Virginia, communications delays caused the Navy to start the mission before the Army was ready to support it. Instead, 3 October 1862 (1862-10-03) found Union Naval forces on the Blackwater River greatly outnumbered by Confederate infantrymen and ultimately forced to retreat. The naval action alone is also known as the Action at Crumpler's Bluff or the Battle of Crumpler's Bluff. Simultaneously, a nearby Army reconnaissance team conducted a failed assault on the town on the basis that the audibly nearby Naval forces—which they did not know were then in retreat—would bring support. The outcome left the Union forces with a combined 5 casualties and 21 wounded. Dialogue between officers following the conflict left the Navy questioning the usefulness of gunboats in joint expedition settings in which they would not be capable of supporting themselves. The conflict Background Receiving orders early 12 September 1862, the Confederate Army's 4th North Carolina (NC) Cavalry immediately proceeded from Garysburg, North Carolina to Franklin, Virginia, arriving late the next day. There, the 4th NC Cavalry, under the command of a Colonel Dennis Dozier Ferebee, was joined by the 52nd North Carolina Infantry, Edward Graham's Petersburg Artillery, and (two weeks later) the 11th North Carolina Infantry. The 4th NC Cavalry's first major assignment was to construct a floating bridge across the nearby Blackwater River to replace the Seaboard and Roanoke Railroad bridge and thereby facilitate the eastward transfer of men and equipment into Franklin. Col. Ferebee reported the bridge finished on 18 September. A small Union army cavalry force was stationed in nearby Suffolk, Virginia under the command of Major General John J. Peck. On 23 September, Peck sent Colonel Samuel P. Spear to reconnoiter Franklin and the Confederates therein. Spear reported back to Peck about the Confederate's replacement bridge capable of supporting artillery pieces, as well as an estimated Confederate concentration of 10,000–12,000 men. Peck forwarded this information on to his commanding officer, Major General John Adams Dix who, in turn, developed a twofold mission to roust the enemy from Franklin and destroy the floating bridge with a joint service attack with the Army and Navy respectively. Dix requested Union naval support from Acting Rear Admiral Samuel Phillips Lee. Lee, in turn, sent orders to Lieutenant Commander C. W. Flusser, directing him to give all assistance to General Dix's purposes. Three United States Navy steam-powered ferryboats stationed at Albemarle Sound were sent; USS Commodore Perry, commanded by Lieutenant Commander Flusser, USS Hunchback, commanded by Acting Lieutenant Edmund R. Colhoun, and USS Whitehead, commanded by Acting Master Charles A. French. Acting on Union picket intelligence of the Confederate's position in Franklin, both Generals Peck and Dix felt that it would be wiser to wait on the joint assault. However, because Dix's messenger arrived five hours late, Commander Flusser never received word that the former's forces were delaying ""until about the 10th"". Peck did however order a reconnaissance mission be undertaken in the area; at 9:00 p.m. on October 2, Colonel Spear left Suffolk with 1,300 soldiers, one artillery section, and orders to survey Franklin and determine the extent of the Confederate forces south of Suffolk. Attack The evening of 2 October, Confederate pickets observed the three riverboats waiting around South Quay, Virginia, approximately three miles (4.8 km) downriver fr",https://en.wikipedia.org/wiki/Joint_Expedition_Against_Franklin
Battle of Kennesaw Mountain,"The Battle of Kennesaw Mountain was fought on June 27, 1864, during the Atlanta campaign of the American Civil War. The most significant frontal assault launched by Union Major General William T. Sherman against the Confederate Army of Tennessee under General Joseph E. Johnston, it produced a tactical defeat for the Union forces but failed to deliver the result that the Confederacy desperately needed: a halt to Sherman's advance on Atlanta, Georgia. Sherman's 1864 campaign against Atlanta began with a series of flanking maneuvers that compelled Johnston's forces to withdraw from heavily fortified positions with minimal casualties on either side. After two months and 70 miles (110 km) of such maneuvering, Sherman's path was blocked by imposing fortifications on Kennesaw Mountain, near Marietta, Georgia. The Union general chose to change his tactics and ordered a large-scale frontal assault on June 27. Major General James B. McPherson feinted against the northern end of Kennesaw Mountain, while his corps under Major General John A. Logan assaulted Pigeon Hill on its southwest corner. At the same time, Major General George H. Thomas launched strong attacks against Cheatham Hill at the center of the Confederate line. Both attacks were repulsed with heavy losses, but a demonstration by Major General John M. Schofield achieved a strategic success by threatening the Confederate army's left flank, prompting yet another Confederate withdrawal toward Atlanta and the removal of General Johnston from command of the army. Background In March 1864, Ulysses S. Grant was promoted to lieutenant general and named general in chief of the Union Army. He devised a strategy of multiple, simultaneous offensives against the Confederacy, hoping to prevent any of the rebel armies from reinforcing the others over interior lines. The two most significant of these were by Major General George G. Meade's Army of the Potomac, accompanied by Grant himself, which would attack Robert E. Lee's army directly and advance toward the Confederate capital of Richmond, Virginia; and Major General William T. Sherman, replacing Grant in his role as commander of the Military Division of the Mississippi, who would advance from Chattanooga, Tennessee, to Atlanta. Both Grant and Sherman initially had objectives to engage with and destroy the two principal armies of the Confederacy, relegating the capture of important enemy cities to a secondary, supporting role. This was a strategy that President Abraham Lincoln had emphasized throughout the war, but Grant was the first general who actively cooperated with it. As their campaigns progressed, however, the political importance of the cities of Richmond and Atlanta began to dominate their strategy. By 1864, Atlanta was a critical target. The city of 20,000 was founded at the intersection of four important railroad lines that supplied the Confederacy and was a military manufacturing arsenal in its own right. Atlanta's nickname of ""Gate City of the South"" was apt—its capture would open virtually the entire Deep South to Union conquest. Grant's orders to Sherman were to ""move against Johnston's Army, to break it up and to get into the interior of the enemy's country as far as you can, inflicting all the damage you can against their war resources."" Sherman's force of about 100,000 men was composed of three subordinate armies: the Army of the Tennessee (Grant's and later Sherman's army of 1862–63) under Major General James B. McPherson; the Army of the Cumberland under Major General George H. Thomas; and the relatively small Army of the Ohio (composed of only the XXIII Corps) under Major General John M. Schofield. Their principal opponent was the Confederate Army of Tennessee, commanded by General Joseph E. Johnston, who had replaced the unpopular Braxton Bragg after his defeat in Chattanooga in November 1863. The 50,000-man army consisted of the infantry corps of lieutenant generals William J. Hardee, John Bell Hood, and Leonidas",https://en.wikipedia.org/wiki/Battle_of_Kennesaw_Mountain
Second Battle of Kernstown,"The Second Battle of Kernstown was fought on July 24, 1864, at Kernstown, Virginia, outside Winchester, Virginia, as part of the Valley Campaigns of 1864 in the American Civil War. The Confederate Army of the Valley under Lt. Gen. Jubal A. Early soundly defeated the Union Army of West Virginia under Brig. Gen. George Crook and drove it from the Shenandoah Valley back over the Potomac River into Maryland. As a result, Early was able to launch the Confederacy's last major raid into northern Union territory, attacking the Baltimore and Ohio Railroad in Maryland and West Virginia and burning Chambersburg, Pennsylvania, in retaliation for the burning of civilian houses and farms earlier in the campaign. Background On July 19, following a series of unsuccessful Union attacks on his flanks, General Early decided to withdraw from his precarious position at Berryville to a more secure position near Strasburg. During the evacuation of the military hospitals and storage depots at Winchester, Union forces under Brig. Gen. William W. Averell won a rare victory over Confederate forces under Maj. Gen. Stephen D. Ramseur at the Battle of Rutherford's Farm. The poor Confederate performance at the battle, as well as a series of small cavalry engagements south of Winchester the following day led Union commanders George Crook and Horatio G. Wright to conclude the Confederates were merely fighting a rearguard action and that Early was leaving the Valley and heading for Richmond to reinforce the Army of Northern Virginia. With the threat to Washington, D.C., seemingly over, Wright withdrew the VI Corps and XIX Corps from the valley to return to the aid of Ulysses S. Grant's siege of Petersburg, Virginia, on July 20, leaving only the three-division strong Army of West Virginia in the Valley. The following two days were relatively quiet with both armies resting in their camps some 15 miles (24 km) from each other. On July 23, Confederate cavalry attacked the Union advanced picket line at Kernstown, leading to a sharp cavalry skirmish. From prisoners caught in the skirmish Early learned of Wright's departure. In order to continue to be of service to Lee in the Valley, Early realized he had to attack the diminished force in front of him to ensure that Grant's force at Petersburg would not be reinforced. Opposing forces Union Confederate Battle On the morning of July 24, Early marched his army north against Crook. Confederate cavalry encountered its Union counterpart south of Kernstown in the morning and heavy skirmishing broke out. Couriers alerted Crook to the attack. Crook still believed Early's infantry had left the Valley and sent only two of his division with cavalry support to meet the attack. In the early afternoon the infantry of both armies had arrived on the field. The Confederate position extended well to each side of the Valley pike south of Kernstown, anchored on each flank on high ground and screened by cavalry. Maj. Gen. John B. Gordon's division formed the Confederate center along the Valley Turnpike. Ramseur's division formed on his left with its flank resting on Sandy Ridge to the west of Kernstown, screened by Col. William ""Mudwall"" Jackson's cavalry. Brig. Gen. Gabriel C. Wharton's division, led by Maj. Gen. John C. Breckinridge, formed the Confederate right, with its flank screened by Brig. Gen. John C. Vaughn's cavalry. Early initially concealed his infantry in a woods, sending out his cavalry and skirmish line of sharpshooters to draw the Federals into battle, thus playing into Crook's misconception that the Confederate infantry had left the Valley. The Union infantry position remained clustered around the Valley Pike in Kernstown anchored by Col. James A. Mulligan's division on Pritchard's Hill, one of the keys to the Union success at the First Battle of Kernstown in 1862. To his right, Col. Joseph Thoburn's division formed on Sandy Ridge. To his left, future president Rutherford B. Hayes's brigade formed east of the Valley tu",https://en.wikipedia.org/wiki/Second_Battle_of_Kernstown
Battle of Kessler's Cross Lanes,"The Battle of Kessler's Cross Lanes, also known as the Battle of Cross Lanes, took place on August 26, 1861 in Nicholas County, Virginia (now West Virginia) as part of the Western Virginia Campaign during the American Civil War. Battle On August 26, Brig. Gen. John B. Floyd, commanding Confederate forces in the Kanawha Valley, crossed the Gauley River to attack Col. Erastus Tyler's 7th Ohio Infantry Regiment encamped at Kessler's Cross Lanes. The Union forces were surprised and routed and the regiment was defeated with severe loss. The two wings of Tyler's line retreated in opposite directions. Throughout the rout and carnage Major Jack Casement, at the head of Tyler's left wing, commenced a retrograde march through Confederate territory over mountain ranges to the Elk River and what is now the Town of Clendenin and then on to Charleston, West Virginia without the capture of a man. Floyd then withdrew to the river and took up a defensive position at Carnifex Ferry. During the month, Gen. Robert E. Lee arrived in western Virginia and attempted to coordinate the forces of Brig. Gens. Floyd, Henry A. Wise, Col. Douglas Micklich and William W. Loring.",https://en.wikipedia.org/wiki/Battle_of_Kessler%27s_Cross_Lanes
Battle of Kock's Plantation,"The Battle of Kock’s Plantation (also spelled Cox’s Plantation and Saint Emma Plantation) was fought July 12–13, 1863, in Ascension Parish, Louisiana, during the American Civil War. It was part of a campaign entitled ""Taylor's Operations in West Louisiana (1863)."" The Confederate States Army victory left them in control of much of the interior of the Acadiana region. Following the surrender of Port Hudson, two Union divisions were shifted to Donaldsonville by transports, to move inland and pacify the interior. They marched up Bayou Lafourche, a division on each bank. Confederate Brig. Gen. Tom Green posted a brigade on the east side of the bayou and placed his second brigade on the other side. As the Union forces advanced, skirmishing occurred on July 11 and 12. On the morning of the 13th, a foraging detachment set out along both banks of the bayou. Upon reaching Kock’s Plantation (Saint Emma Plantation), they met Rebel skirmishers that forced them back. Then, Green's Confederates flung their might against the Union troops, which kept retiring although they tried to make stands at various points. The Union troops eventually fell back to the protection of the guns in Fort Butler at Donaldsonville, about six miles from Kock’s Plantation. A much smaller Rebel force had routed the Yankees. The expedition failed, leaving the Confederates in control of the interior. Estimated casualties: 463 total (US 430; CS 33) The restored plantation house, built in 1847 by a leading sugar planter, is maintained as a private museum filled with period furnishings. It is located on Highway 1 South near Donaldsonville.",https://en.wikipedia.org/wiki/Battle_of_Kock%27s_Plantation
Battle of Ladiga,"The Battle of Ladiga, also known as the Battle of Terrapin Creek, was fought on October 28, 1864, near Ladiga, Alabama, during the American Civil War. The last of the fighting between the armies of generals John B. Hood and William T. Sherman, it was here that Confederate Brigadier-General Samuel W. Ferguson turned back Brigadier-General Kenner Garrard's larger force. The two armies fought all summer from Chattanooga to Atlanta, then west to Ladiga. To split the South, Sherman turned and led Federal forces in the Savannah Campaign. Hood withdrew to reoccupy Tennessee, fighting the battles of Franklin and Nashville. See also List of American Civil War battles List of battles 1801–1900 Troop engagements of the American Civil War, 1864",https://en.wikipedia.org/wiki/Battle_of_Ladiga
Battle of Laredo,"The Battle of Laredo was fought during the American Civil War. Laredo, Texas was a main route to export cotton to Mexico on behalf of the Confederate States amid the Union blockade of ports along the Gulf of Mexico. On March 18, 1864, Major Alfred F. Holt led a Union force from Brownsville, Texas, to destroy 5,000 bales of cotton stacked at the San Agustín Plaza. Colonel Santos Benavides commanded 42 Confederate soldiers and repelled three Union attacks at Zacate Creek. Colonel Santos Benavides secured passage of the 5,000 cotton bales into Mexico. External links Report of Colonel Santos Benavides, Texas Cavalry",https://en.wikipedia.org/wiki/Battle_of_Laredo
Battle of Lebanon (Kentucky),"The Battle of Lebanon occurred July 5, 1863, in Lebanon, Kentucky, during Morgan's Raid in the American Civil War. Confederate troops under Brig. Gen. John Hunt Morgan fought for six hours to overcome the small U.S. garrison before moving northward, eventually riding through Kentucky, Indiana, and much of Ohio before surrendering. Morgan and his 2,460 Confederate cavalrymen rode west from Sparta, Tennessee on June 11, 1863, intending to divert the attention of the Union Army of the Ohio from Confederate forces occupying the state. On June 23, the U.S. Army of the Cumberland began its operations against Gen. Braxton Bragg's Confederate Army of Tennessee in what became known as the Tullahoma Campaign, and Morgan decided to move northward. Morgan crossed the rain-swollen Cumberland River by July 2 at Burkesville, Kentucky. After being defeated by Michigan troops along the Green River at the Battle of Tebbs Bend on July 4, Morgan withdrew and circled to the west, hoping to reach Louisville, then lightly defended. Morgan surprised and captured the U.S. Army garrison at Lebanon. With minimal time to prepare, U.S. Lt. Col. Charles S. Hanson (a brother of Confederate general Roger Hanson) quickly deployed his 350 - 400 men from the 20th Kentucky Infantry behind overturned wagons, hastily erected barricades, fences, and other cover. Arriving at the town, Morgan formally requested that Hanson surrender, an offer that was refused. With a vast numerical advantage, Morgan quickly pushed Hanson's advance pickets back through the town's streets. He trapped many U.S. soldiers in the Louisville and Nashville Railroad depot, but the well-fortified brick building provided considerable protection. Morgan ordered nearby buildings set on fire, hoping to force Hanson to surrender. In a sharp six-hour fight, U.S. soldiers killed Morgan's 19-year-old brother, Lt. Thomas Morgan, during the final charge. Morgan finally captured and paroled the enemy soldiers. His men burned the offices of the circuit and county clerks and 20 other buildings. See also List of battles fought in Kentucky Notes",https://en.wikipedia.org/wiki/Battle_of_Lebanon_(Kentucky)
First Battle of Lexington,"The siege of Lexington, also known as the first battle of Lexington or the battle of the Hemp Bales, was a minor conflict of the American Civil War. The siege took place from September 13 to 20, 1861, between the Union Army and the pro-Confederate Missouri State Guard in Lexington, county seat of Lafayette County, Missouri. The victory won by the Missouri Guard bolstered the considerable Southern sentiment in the area, and briefly consolidated Missouri State Guard control of the Missouri River Valley in the western part of the state. Background Prior to the American Civil War, Lexington was an agricultural town of over 4,000 residents that served as the county seat of Lafayette County and enjoyed a position of considerable local importance on the Missouri River in west-central Missouri. Hemp (used for rope production), tobacco, coal and cattle all contributed to the town's wealth, as did the river trade. Though Missouri remained in the Union during the war, many of Lexington's residents were slaveowners, and several openly sympathized with the Southern cause. Lafayette County had a high ratio of slaves to free persons, with slaves comprising 32% of its population. Following the Battle of Boonville in June 1861, Federal Brigadier General Nathaniel Lyon ordered the 5th Regiment of the United States Reserve Corps to occupy Lexington. This regiment was composed primarily of Germans from St. Louis, and it had participated in the Camp Jackson Affair. Arriving on the steamer White Cloud on July 9, the Northerners were commanded by Colonel Charles G. Stifel. Stifel's second in command was Lieutenant Colonel Robert White, who became a primary point of contact with the local civilians. Stifel selected the defunct Masonic College in Lexington as his headquarters, and the soldiers began entrenching and fortifying that position. Stifel's scouts began securing or destroying boats that could be used to cross the river, and also confiscated about 200 kegs of gunpowder, 33 muskets, and two 6-pounder cannons from the area. The cannons were placed under the command of Charles M. Pirner. Several local pro-Union home guard companies were raised and placed under the command of Major Frederick W. Becker. In mid-August the 90-day enlistments of Stifel's regiment were expiring, and they were ordered to return to St. Louis. White had been organizing a new regiment locally, but he suddenly left for several weeks during which time Major Becker had command of the post. Meanwhile, on the Southern side, self-styled Colonel Henry L. Routt of Clay County had collected around a thousand men for a regiment that he was raising. Routt had led the force that had seized the Liberty Arsenal in April. Routt now arrested several prominent Union men, including former Missouri governor Austin A. King, then surrounded the Federal outpost at Lexington. He demanded Becker's surrender but this was refused. One night two of Becker's men, Charles and Gustave Pirner, tested some rounds they had fabricated for two mortars that had come into their possession. They lobbed three shells into Routt's encampment with one of the mortars, causing a panic but no real damage. Later, learning of the approach of Colonel Thomas A. Marshall's 1st Illinois cavalry, Routt withdrew from the area. White returned at the end of August and briefly assumed command of the post from Becker until the Illinois cavalry arrived a few days later. White resumed organization of the 14th Home Guard Regiment. Following their victory at Wilson's Creek on August 10, the main body of the pro-Confederate Missouri State Guard under Major General Sterling Price marched toward the Missouri-Kansas border with around 7,000 men to repel incursions by Lane's pro-Union Kansas Brigade. On September 2, the Guard drove away Lane's Kansans in the Battle of Dry Wood Creek, sending them back beyond Fort Scott. Price then turned north along the border and toward Lexington, intending to break Federal control of the",https://en.wikipedia.org/wiki/First_Battle_of_Lexington
