text,label
Audio shows a BBC reporter making a vulgar comment about an Oval Office meeting between President Donald Trump and Ukraine President Volodymyr Zelenskyy.,pants-fire
"""Nueva orden ejecutiva desde la Casa Blanca tiene identificado a más de 47,000 cubanos con residencia legal los cuales serán puestos en proceso de deportación por haber viajado a Cuba después de su aprobación de asilo político"".",false
"Myrtle Beach, South Carolina, area fires were intentional to build a “smart city.”",false
"A partir del 28 de febrero “para comprar en supermercados pedirán tu identificación, pero no es por seguridad, es para cazar inmigrantes ilegales”.",false
"""Apple quietly removed International Women’s Day from their calendar app.”",false
U.S. Agency for International Development subsidized CNN and MSNBC hosts’ salaries.,false
U.S. Rep. Nancy Pelosi’s vineyard received $14 million in U.S. Agency for International Development funds for “experimental farming.”,false
Elon Musk’s Department of Government Efficiency is “polling very well. It’s very popular.”,barely-true
“DOGE stopped an annual payment to Barack Obama for $2.6 million for ‘royalties associated with Obamacare.’”,pants-fire
The Trump administration identified $1.9 billion in federal dollars going to a “decarbonization of homes” group Stacey Abrams “headed up.”,false
"President Donald Trump posted on X that “If the Dow drops 1,000 points in two days the President should be impeached immediately.”",pants-fire
Elon Musk posted on X that billionaires are “tired of subsidizing” public services.,false
"“After the referendum, Milwaukee Public Schools has a larger tax levy than the City of Milwaukee.”",true
"“DOGE discovers Louisiana man with 34 different names, addresses, and Social Security numbers. He was collecting $1,168,646 in (Social Security) per year.”",false
“The Texas measles outbreak is pure propaganda” because media outlets used stock images.,pants-fire
"Maine Gov. Janet Mills said, “If (President) Donald Trump stops federal funding to Maine, we the people of Maine will take out federal taxes from all paychecks and no taxes will be paid to the federal government.”",false
"A measles outbreak in Gaines County, Texas, was caused by “a public health initiative” to “distribute free measles vaccines.”",false
“90% of the (school) districts in Wisconsin already have a policy” banning cellphones during class time.,true
"Zero votes for 2024 Democratic presidential nominee Kamala Harris in Rockland County, New York, precinct proves Elon Musk hacked 2024 presidential election.",false
"Former President Joe Biden “fired” 14,000 Keystone XL pipeline workers “​​on day one” of his administration.",barely-true
“We've never audited government for 100 years.”,pants-fire
"U.S. Secretary of Health and Human Services Robert F. Kennedy Jr. wrote on X, “In my first 6 months as HHS secretary … I’ll ban chemtrails.”",false
“Breaking News: Rep. Ilhan Omar has been removed from the House Foreign Affairs Committee.”,false
“La presidenta de México Claudia Sheinbaum PROHIBE la entrada al nuevo IPHONE de la empresa tecnológica.”,false
Photos show Elon Musk in a fight during a science conference.,false
“Stacey Abrams stole $2 BILLION from taxpayers.”,false
"“I am not making this up: Republicans have introduced legislation … to increase your bank fees.""",barely-true
"It’s “official” that President Donald Trump is signing an “order from Elon Musk giving taxpayers who have filed their 2024 tax returns a stimulus check for $5,000.”",false
“The single biggest driver of our national debt since 2001 has been Republican tax cuts.”,half-true
“Noticia de Ultima Hora! Su Santidad el Papa Francisco ha fallecido” el 24 de febrero del 2025.,false
“Malia Obama received $2.2 million in funds from USAID.”,false
"Pope Francis died as of Feb. 23, 2025.",false
Ukraine President Volodymyr Zelenskyy “blocked Truth Social in Ukraine.”,false
The Chicago Cubs owner is bankrolling Brad Schimel.,mostly-true
Elon Musk posted on X he is planning to suspend Ukraine President Volodymyr Zelenskyy’s X account.,false
"""The Philadelphia Eagles have declined their invitation to the White House,” as of Feb. 24.",false
Elon Musk “contracted a helicopter and the first DOGE payments are being” dispersed in California.,pants-fire
“Delta plane that crashed in Toronto operated by Endeavor Air with all-female flight crew.”,false
"Says Luigi Mangione posted on X, “He who saves his country does not violate any law.”",false
“The media is showing how Obama’s birth certificate was changed! He was never born in the U.S. so he was never a real president!”,pants-fire
President Joe Biden’s immigration policy was “a giant voter importation scam.”,pants-fire
El congresista Adriano Espaillat muestra “La nueva bandera que están promoviendo para República Dominicana que se va a llamar 'DominicoHaiti'”.,false
“US Debt Clock” numbers prove “DOGE has saved taxpayers $64 billion dollars in just 17 days.”,false
"Video shows White House Press Secretary Karoline Leavitt saying Americans can get $4,800 subsidy because Department of Government Efficiency cuts found “extra money.”",false
"Says Barron Trump posted on X, “We’re on the brink of uncovering a dark legacy in this country that’s been hidden for far too long.”",false
"Says Elon Musk said on X, “Spoiled crybabies across the country are protesting against America’s golden age. Brats like them should go to prison.”",false
“The very LIBERAL 9th Circuit Court has ruled that 84 of Biden's last-minute pardons are unconstitutional.”,false
Video shows Barron Trump singing on “America’s Got Talent.”,false
“You either have XX or XY chromosomes. Those are the options.”,false
"A photo shows Jonathan Simpson, the pilot of “Delta’s crash in Toronto, Canada.”",pants-fire
“Elon Musk just ordered all federal workers to be tested for drugs and those that fail have 30 days to retest clean or be fired.”,false
Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,pants-fire
“Barack and Michelle Obama locked in bombshell divorce of the century.”,false
“An ICE minivan was reportedly set on fire in Philadelphia.”,false
"Mexican President Claudia Sheinbaum said, “I told President (Donald) Trump the best way to make rapists and criminals feel unwelcome in the U.S. is for their citizens to stop electing them.”",false
Michael Jordan said that “any athlete who kneels for our national anthem should lose their medal.”,false
Video shows X owner Elon Musk promoted a “bedtime trick” to cure diabetes.,false
Wisconsin does not “require judges to automatically recuse just because they have done some kind of legal work in the past as a lawyer.”,true
“The NFL admits to canceling Elon's DOGE Super Bowl ads.”,false
“DOGE subcommittee discovered $2.7 trillion in improper” Medicaid and Medicare payments to people overseas.,false
"Rep. Nancy Pelosi has a $223,000 salary and a $202 million net worth. Sen. Mitch McConnell has a $200,000 salary and a $95 million net worth. Sen. Chuck Schumer has a $210,000 salary and a $75 million net worth. Sen. Elizabeth Warren has a $285,000 salary and a $67 million net worth.",barely-true
"The federal workforce grew from 2.1 to 3 million under President Joe Biden, “a 46% increase since Biden took office.”",false
“Elon Musk announced that he will not sell Tesla Cybertruck to anyone belonging to the ‘pride’ community.”,false
"“Mel Gibson passes on $100 million Netflix deal to work with Robert De Niro, declares: ‘Keep that woke clown away from me.’”",false
"Under the SAVE Act, “if you are a woman that has changed your name from your birth certificate, let’s say through marriage … you are no longer eligible to vote.”",barely-true
“FEMA sent $59M LAST WEEK to luxury hotels in New York City to house illegal migrants… That money is meant for American disaster relief.”,false
An episode of “The Simpsons” showed a President Donald Trump-like character in a coffin and predicted Feb. 14 would be the “day everything changes.”,pants-fire
Former USAID Administrator Samantha Power’s net worth “skyrocketed” from $6.7 million to $30 million in three years.,false
Pennsylvania Gov. Josh Shapiro is “being charged with the attempted assassination of Trump.”,pants-fire
"President Donald Trump said he “‘didn’t have time’ to meet the families of the men, women and children who tragically died in the plane crash.”",false
Photo shows National Intelligence Director Tulsi Gabbard and President Donald Trump at her swearing-in.,false
"The United States is “last in education out of 40 states … but we're number one in cost per pupil.""",false
Elon Musk spent $40 million to buy five Super Bowl Commercial ads to promote DOGE.,false
Coca-Cola “sells out its own workers to ICE.”,false
Video shows a sinkhole opened in New York City in February 2025.,false
Video shows celebrities wearing T-shirts with graphics of a middle finger and the word “Kanye.”,false
"Says Kash Patel said, “FBI investigation uncovers 256 emails between Adam Schiff and Jeffrey Epstein.”",false
Photo shows Mexican President Claudia Sheinbaum wearing a “Make America Mexicana Again” hat.,false
"Says Mexican President Claudia Sheinbaum told President Donald Trump, “They will beg us to tear down this ugly wall.”",false
"Bill Gates said, “Defunding USAID will bring about another mystery illness across the world.”",false
“JAG arrests … USDA Inspector General Phyllis Fong.”,pants-fire
Video shows President Donald Trump was “booed at the Super Bowl.”,false
"Says U.S. Sen. Elizabeth Warren said, “There is nothing in the Constitution that says ordinary citizens have a right to see what we spend our tax dollars on.”",false
Photo shows someone raising two middle fingers at President Donald Trump at the 2025 Super Bowl.,false
President Donald Trump posted that “the Chiefs’ Super Bowl performance was a disaster” and “too focused on DEI nonsense.”,false
A ‘60 Minutes’ clip shows Kamala Harris lying while cameras roll. “,false
Ring is “alerting people about (Immigration and Customs Enforcement) raids.”,false
"As head football coach at Texas Tech University, “I recruited (Patrick Mahomes) ... I’ve got to be very good friends with him.”",false
"At Guantánamo Bay, “we'll have the capacity to continue to do there what we've always done. We've always had a presence of illegal immigrants there that have been detained.”",half-true
"“Elon Musk officially cancelled USAID and fired all the staff. In his words, ‘we just toppled one of the biggest globalist terror organizations in history.’”",barely-true
"CBS News and “60 Minutes” “replaced” former Vice President Kamala Harris’ interview answers “with completely different, and far better, answers, taken from another part of the interview.”",false
The U.S. Army helicopter in the Jan. 29 plane collision was the same model of helicopter in the 2020 Kobe Bryant crash.,false
Recent plane crashes in the United States were “human sacrifice rituals” for the Super Bowl.,pants-fire
“Breaking news: Taylor Swift officially banned from Super Bowl 2025.”,false
“Elon Musk says Italians should stay in Italy and the Japanese in Japan.”,false
An image of a website error code shows the Trump administration “trolling” former Vice President Kamala Harris.,false
Graphic shows that the U.S. Agency for International Development paid Chelsea Clinton $84 million.,false
An E! News report said USAID paid millions of dollars to sponsor American celebrity visits to Ukraine.,pants-fire
"""Empresa Coca-Cola le pide perdón a los inmigrantes y le envían un mensaje especial a todos los afectados"".",false
Early reports of four survivors show “this DC plane crash story isn’t adding up.”,false
On support for U.S. Agency for International Development,full-flop
"Says Elon Musk said, the Pentagon was spending $600 million a year on sushi.",false
Video shows Robert Kennedy Jr. promoting a diabetes cure.,false
Florida’s in-state college tuition waiver for immigrants in the country illegally costs the state $41 million.,barely-true
Video shows Robert Kennedy Jr. promoting a diabetes cure.,false
Video shows President Donald Trump saying Mexicans call him “peachy cool arrow.”,false
“Al patinador artístico estadounidense Jon Maravilla se le negó el embarque en el vuelo de American Airlines (hacía Washington D.C.) que posteriormente colisionó con un helicóptero”.,false
Federal websites updated with a nine-star flag that represents the Confederacy.,false
"From the U.S. Agency for International Development funding, “10 to 30 cents on the dollar is what actually goes to aid.”",false
"Video shows a missile crashed in a Philadelphia neighborhood Jan. 31, not a jet.",false
"“U.S. figure skater Jon Maravilla was reportedly prevented from boarding a doomed flight to Washington, D.C.”",false
"“El gobernador de California le ha dejado las cosas bien claras a Donald Trump que si llega a deportar a los inmigrantes que viven en California el estado independizara de Estados Unidos y se unirá con México"".",false
"Mexico’s President Claudia Sheinbaum said, “I’m confused. I keep hearing everyone from America saying that my country is sending felons and (rapists) into their country. We thought that was encouraged … considering that’s what they chose to be their president.”",false
"“The Trump administration is giving each and every adult in America $18,000.”",false
Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”,false
“Melania wins $900 million ‘defamation lawsuit’ against The View & Sunny Hostin.”,false
"Says White House Press Secretary Karoline Leavitt said, “Jesus didn’t have electricity and he did just fine.”",false
Video shows “airplane crash with helicopter in Washington D.C.”,false
Ukrainian officials released list of “kickbacks” given to 18 U.S. politicians.,pants-fire
CNN reported on the Potomac River plane and helicopter crash “hours before it happened.”,false
“Elon Musk shocks the world by blocking Pride on X forever: ‘Children must come first.’”,false
"The National Human Trafficking Hotline “in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach.”",false
We’re one of the very few nations that allowed birthright citizenship.”,mostly-true
The Black Hawk helicopter involved in the American Airlines crash “was being controlled remotely.”,false
"Video shows a dam breaking Sept. 28, 2024, in North Carolina.",false
"Photo shows “a dangerous serial killer” named Jaden Williams in Monroe, Louisiana.",false
"“1,500 IRS agents have submitted letters of resignation after Trump announced he would put 90,000 superfluous IRS personnel on border patrol.”",false
Photo shows Black Hawk helicopter pilot in fatal crash worked for years with President Joe Biden at the White House.,false
"A Jan. 6, 2021, U.S. Capitol rioter pardoned by President Donald Trump was “killed when she used her 2A rights with a shotgun while being served for eviction.”",false
“A dangerous Hispanic couple” is “on the run after killing 3 female police officers.”,false
Video shows “Donald Trump just announced that America will no longer give visas to Nigerians.”,false
“Donald Trump is reportedly furious with Elon Musk for convincing him to push out the head of the FAA because Musk was mad SpaceX got fined last September by the FAA for license violations.”,false
Imagen muestra a oficiales de inmigración arrestando a un hombre vestido con una camisa de “Latinos for Trump 2024”.,false
“I changed the Obama policy (on hiring air traffic controllers) ... And then Biden came in and he changed it.”,false
“ICE just announced it is pausing the hotline where people can call to report undocumented immigrants because 90% of the calls are from people reporting Elon Musk.”,false
“The Episcopal Archdiocese of Washington has removed” Bishop Mariann Budde “from the National Cathedral.”,false
“Pilot of Blackhawk helicopter that crashed into passenger jet at Reagan National was a transgender woman named Jo Ellis.”,pants-fire
"“As a Californian, we have given more to the recovery of other states than any other state in the union.”",mostly-true
The U.S. has an egg shortage because the “Biden administration and the Department of Agriculture directed the mass killing of more than 100 million chickens.”,half-true
"Says Treasury Secretary Scott Bessent posted on X, “I’m committed to eliminating income taxes, replacing them with a fair consumption tax, and adopting gold-backed currency.”",false
A video shows “people around the world” who are “protesting because Donald Trump is the president.”,false
“Biden pardons are unconstitutional! 7th Circuit Court Judge Joseph Barron ruled that there is no provision to pardon someone who hasn’t been formally charged.”,false
“Pfizer just released its list of side effects of its COVID-19 vaccine.”,false
“The VIP on the Black Hawk helicopter that crashed was Barack Obama.”,false
Image shows immigration officers arresting someone wearing a “Latinos for Trump 2024” shirt in 2025.,false
"Images show a “beautiful baby boy, estimated to be between 7 months to a year old … found dumped by the roadside” in January 2025.",false
Robert F. Kennedy Jr. “made $2.5 million off suing one of the entities that (he would be regulating) and plans to keep getting a take of every lawsuit in the future.”,half-true
“DOGE and OMB also found that there was about to be $50 million taxpayer dollars that went out the door to fund condoms in Gaza.”,false
"“JD Vance is in North Carolina, and he’s found furnished apartments to put the people in that have been living in tents.”",false
Reps. Alexandria Ocasio-Cortez and Jamie Raskin “have filed articles of impeachment against President Trump for pardoning the J6 prisoners.”,false
"""The Biden administration kicked 2,000 displaced North Carolinians out of their temporary housing into freezing 20-degree weather,"" earlier in January.",barely-true
“Gavin Newsom directed the removal of Elon Musk from the command post and ordered Cal Fire firefighters to return donated starlinks.”,false
"Says Eric Trump post on X, “Any and all who dare to defy the American Golden Age, heed this warning: You WILL lose. Tow the line, or we WILL run you down!”",false
North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.,half-true
"“Under Trump's executive order, every single person in America is now legally classified as female.”",false
“President Trump just announced full nationwide concealed carry reciprocity.”,false
Image shows President Donald Trump’s response “to Selena Gomez’ meltdown.”,false
"“The Fraternal Order of Police, the largest police union in the country, just released a statement rescinding their endorsement of President Trump.”",false
“Serial killer Ryan Edward … is on the run after killing 3 female police officers.”,false
“El presidente Donald Trump acaba de firmar una orden ejecutiva que prohíbe la residencia permanente a inmigrantes que se casen con un ciudadano estadounidense”.,false
"“Elon Musk confirms he will spend a massive amount to acquire MSNBC, vows to fire Joy Reid to ‘end toxicity.’”",false
Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,true
A proposed constitutional amendment “would allow anyone to run for a 3rd term. Including — Barack Obama.”,false
“BREAKING NEWS: Michael Jordan calls for ban on pride flag in sports and US school system.”,false
"President Donald Trump signed an executive order to replace the IRS with the External Revenue Service, eliminating tax returns and income tax.",false
The words “help” and “trafico” in a Google Maps aerial view of Los Angeles are connected to human trafficking.,false
"“Whoopi Goldberg, Megan Rapinoe and Taylor Swift decide to leave the United States.”",false
President Donald Trump’s birthright citizenship executive order would affect former Vice President Kamala Harris’ citizenship status.,false
"Photos show Jeffrey Thomas, a “serial killer on the loose.”",false
“The removal of birthright citizenship only applies to the children of those that are here ILLEGALLY.”,false
“The U.S. Senate has the votes to remove Trump from office if the House votes to impeach.”,false
"After President Donald Trump took office, the U.S. government approved a 2025 $1,000 stimulus program for all Americans.",false
Video shows “roads heading to Mexico are jam packed as mass deportations have started.”,false
“FEMA has been directed back to North Carolina with $2 billion in emergency funds: ‘We transferred it from the programs that fund welfare for illegals. They don’t be needing it.’”,false
President Donald Trump declared “a state of emergency in Florida because of snow.”,false
“CBS Evening News” anchor Norah O’Donnell was fired.,false
"The U.S. House Select Committee that investigated the Jan. 6, 2021, attack on the U.S. Capitol “deleted and destroyed all of the information that they collected over two years.”",false
"Video muestra a inmigrantes en México que ""se dirigen al punto de control en el Paso Texas con el objetivo de entrar a la fuerza hacia los Estados Unidos debido a que aplicación CBP One quedó fuera de servicio"".",false
“Fani Willis has just confessed to collusion with J6 committee.”,false
Image shows President Donald Trump responding to a picture rapper Ye drew of them.,false
Sen. John Fetterman is leaving the Democratic Party.,false
"President Donald Trump ""just reversed all the cost caps Biden negotiated for anyone on Medicare or Medicaid.""",false
Elon Musk posted on X that the MAGA movement will “succeed in all the ways Nazi Germany failed to.”,false
Former President Joe Biden “pardoned Michael Byrd.”,false
"""Our nation’s tallest mountain … has been called Denali for thousands of years.""",mostly-true
Video shows Robert F. Kennedy Jr. promoting an alternative diabetes treatment.,false
“ICE has released the tip hotline to turn in illegal immigrants. They paying $750 for each illegal immigrant.”,false
"Voter ID ""is supported, if you look at any poll, by 70 to 80% of the public.""",true
"After the inauguration, Meta forced users to follow President Donald Trump and Vice President JD Vance on Facebook, Instagram and Threads.",false
"""La nueva ley de apoyo infantil de Donald Trump...si recibes manutención infantil ya no podrás reclamar al niño en tus impuestos, solo la persona que está pagando la manutención puede"".",false
“The Equal Rights Amendment has become part of our Constitution.”,false
Former President Joe Biden’s farewell address was prerecorded and the event livestream shows “his handlers queuing it up.”,false
Video shows “The Simpsons” predicted the Los Angeles wildfires.,pants-fire
Videos show that President Donald Trump admitted to rigging the 2024 election during his preinauguration day rally.,false
"""Llego la ayuda Mexicana a California"" para combatir los incendios.",false
"Video shows a “group of South African firefighters who have landed in Canada to make their way to LA, to help.”",false
"“Whoopi Goldberg’s mansion in Los Angeles was destroyed in a wildfire, with damages estimated at millions of dollars.”",false
“Trump passed a new law that whoever is paying the child support will get to declare those children on their taxes.”,false
California wildfires have “nothing to do with climate change.”,false
Second lady Usha Vance “will have her citizenship revoked if (President Donald) Trump signs his executive order banning birthright citizenship.”,false
The United States is the only country with unrestricted birthright citizenship.,false
Imágenes muestran animales heridos en los incendios de Los Ángeles.,false
President-elect Donald Trump posted on X that he is “purchasing TikTok.”,false
Buncombe County “is still demanding property taxes on homes destroyed by Hurricane Helene based on pre-Helene assessments that no longer apply.”,half-true
"“Some of these (California) reservoirs have been dry for 15, 20 years.""",barely-true
“All three California wild fires seem to start at the same time!”,false
“Jimmy Kimmel just announced that his show will end on January 20th … he’s leaving for Canada and says he’s ‘never coming back.’”,false
Video shows Mexican firefighters going to help with California fires.,false
"Amazon, Google, Meta, Microsoft, Apple and Uber haven’t donated anything toward LA fire relief, but Taylor Swift donated $10 million.",false
Video claims to show the Los Angeles fires.,barely-true
Los Angeles wildfires are part of a Hollywood conspiracy to cover up evidence related to Sean “Diddy” Combs.,pants-fire
“Bomberos que combaten los incendios en Los Ángeles sostienen imagen de Nuestra Madre Santísima”.,false
"“So (Los Angeles), Hollywood, and California (get) 100% aid for the next 180 days while Western North Carolina got $750.”",false
On banning TikTok,full-flop
"Video clips show “wildfires in Los Angeles, California.”",false
“El Departamento de Bomberos de Los Ángeles está utilizando bolsos de mujer para recoger agua en su lucha contra el incendio”.,false
“El ejército de Los Estados Unidos se encuentra preparado para entrar a Venezuela a derrocar la dictadura de Nicolás Maduro”.,false
The Biden administration is offering only “$770 for people who lost everything” in the Los Angeles wildfires.,false
“The FBI has arrested the owner of the company responsible for the fires in Los Angeles.”,false
Trees still standing amid wildfire damage in the Los Angeles area are evidence of directed energy weapons.,false
Photo shows Elon Musk and Taylor Swift visiting “production facilities” for an energy-saving device.,pants-fire
Video shows “Israeli tourists celebrating” the Los Angeles wildfires.,false
An image shows Robert Redford’s Oscar statuette destroyed in the Los Angeles wildfires.,false
“If they wanted to stop the fires they would make it rain.”,false
“Oprah Winfrey announces she will leave America before January 20.”,false
"“After 30 years of Wisconsin’s checking account running a deficit, we've ended every fiscal year I've been governor with a positive balance. Today, we have a $4.5 billion positive balance, and a record-high balance in our state savings account.""",mostly-true
“The LAFD are using women’s handbags to hold water to put out fires.”,false
Says President-elect Donald Trump posted on X that he will “be giving Staten Island to New Jersey.”,false
California Gov. Gavin Newsom and California Democrats “literally decriminalized looting.”,false
"“​​Oregon sent 60 fire trucks to California to help with the fires, but they’re being held in Sacramento for emissions testing.”",false
The Los Angeles wildfires were planned in preparation for the 2028 Olympics.,false
"“One billionaire couple owns almost all the water in California.""",false
“P Diddy’s California mansion has been completely consumed by fire.”,false
Imagen muestra “casa de familia católica salió intacta del incendio” en California en enero de 2025.,false
Los incendios en California “han llegado a Tijuana en la entrada de villa del campo en los cerros”.,false
Video shows people in Los Angeles looting from homes during wildfires.,pants-fire
A photo shows a Christian’s home that “miraculously survived Los Angeles wildfire.”,false
Image shows former President Barack Obama was born in Kenya.,pants-fire
Esta imagen muestra los incendios en California de enero 2025.,false
“Blue items that survive” California wildfires are “indicative of DEW's (Directed Energy Weapons).”,false
Imagen muestra el letrero de Hollywood en California en llamas el 8 de enero de 2025.,false
Video shows a man saving a bunny during the 2025 Los Angeles fires.,false
Image shows the Hollywood sign was on fire as of Jan. 8.,false
Video shows Dr. Mehmet Oz and rapper Snoop Dogg promoting treatment for chronic lung diseases.”,false
Video shows directed energy weapons starting fires in California.,false
McQueen High School in Nevada issued a “masturbation notice” to students.,false
Actor Tom Hanks died in a “fatal car accident.”,false
“FEMA spent billions on illegal immigrants and now has no money for California!”,pants-fire
California wildfires “are a deliberate criminal land grab in preparation for Agenda 2030 and smart cities.”,false
"“Beyoncé alleges Diddy has been secretly hiding Michael Jackson, who faked his death.”",pants-fire
The Los Angeles Police Department is “looking for three ‘persons of interest’ all tied to a MAGA website who were spotted at the source of all three major LA fires.”,false
“China declara estado de emergencia por brote masivo de virus mortales”.,false
"H-1B guest workers are “being employed as dog trainers, massage therapists, cooks, and English teachers.”",barely-true
"""Acaban declarar inocente a Sebastian Zapeta”, el hombre acusado de prender en llamas a una mujer en el metro de Nueva York.",false
"Says Elon Musk said, “The Boeing Starliner’s stranded astronauts are not with us anymore,” and “they won’t come back.”",false
“Mark Cuban shifts company from Texas to California: ‘Can’t operate in red states.’”,false
"After Donald Trump offered to buy Greenland, “Denmark clapped back saying they’d buy the USA, give us free healthcare, and actually make America great again.”",false
“DEAL DONE: New Orleans Saints owner Gayle Benson make(s) a handshake deal of $789.5 million contract with former Saints QB Drew Brees as new general manager following Mickey Loomis departure…”,false
Video shows Sean “Diddy” Combs “riding a bike in jail.”,false
"President Joe Biden rescinded a Medal of Freedom given to Trump’s “campaign manager, Bradley Birkenfeld, in 2021.”",pants-fire
China has “a mystery disease outbreak” and has declared a “state of emergency.”,false
“They’re still counting the (2024 election) vote in some areas.”,false
“Elon Musk has just acquired Boeing.”,false
"Video shows U.S. Rep. Nancy Pelosi, D-Calif., falling.",false
"Mike McCarthy “to take over as Head Coach for the San Francisco 49ers.""",false
"El doctor Juan Rivera revela ""un nuevo truco natural"" con ajo y limón para la diabetes.",false
"Mitchell County, North Carolina, sheriff’s deputies “stole” generators intended for Hurricane Helene victims.",false
“They still haven’t cracked” Thomas Matthew Crooks’ phone.,false
Photo shows a child “found” in several cities.,false
“22 states will not be certifying the (2024) election.”,false
"“BREAKING: A second attack in New Orleans has been uncovered, police are searching.”",false
"“Trump won 18-to-24-year-olds in Wisconsin.""",half-true
"""En Shanghai, se incendió ayer una bodega de la firma Temu”.",false
“Ella es Amelia Carter un hombre le prendió fuego mientras dormía en el tren de Nueva York”.,false
Photo shows a large Temu warehouse in China “went up in flames.”,false
"Video shows “Fort Worth, Texas pileup, January (1st), 2025.”",false
"Queen Consort Camilla revealed that she was ""born a man.”",pants-fire
“The subway burning victim's name was Amelia Carter.”,false
“There's never been a placebo-controlled study on childhood vaccines.”,false
"“The true nature of cancer is a parasite, hence why, Ivermectin, in conjunction with mebendazole, and (fenbendazole) is so effective.”",false
Video shows CNN reporting that Pfizer representatives set Barbara O’Neill’s car on fire “for discovering an anti-diabetes method.”,false
"RFK Jr. posted on X that, “Effective January 20th, all Genetically Modified Organisms (GMOs) will be BANNED in the United States.”",false
"President Jimmy Carter verbatim said, “evangelical Christianity has been hijacked by people who would have given Jesus himself the boot if he knocked on their door.”",false
“Bill Gates will be implanting digital IDs in newborns in Kenya.”,false
“The referees in the (Dec. 15) game between the Philadelphia Eagles and the Pittsburgh Steelers have been suspended after the match revealed that the officials overlooked numerous errors by the Eagles.”,false
"We’ve created 732,000 jobs since I've been governor.",mostly-true
"Residents in states across the U.S. are eligible for a $2,200 holiday stimulus payment.",false
Video shows Dr. Mehmet Oz and singer Reba McEntire promoting treatment for chronic lung diseases.,false
The NFL punished three referees in “the game between the Atlanta Falcons and the Minnesota Vikings.”,false
"Image shows Kate, the Princess of Wales, without hair.",false
“The NFL has abruptly fired three referees who officiated the game between the San Francisco 49ers and the Los Angeles Rams.”,false
Video shows Vice President Kamala Harris “is plastered again!”,false
"Tipster in UnitedHealthcare CEO killing is ineligible for reward money ""because she called 911 instead of the tip line.""",false
Government shutdowns in 2013 and 2018 “cost our economy billions of dollars each.”,true
"Spending plan to prevent a government shutdown includes “a pay increase for members of Congress from $174,000 to $243,000 per year.”",false
"“Ivermectin is a treatment after Covid and after vaccination, it is an effective medicine in all phases of Covid 19.”",false
Video shows footage of a “drone crash.”,false
“Elon Musk unveils a $100 Tesla tablet that will revolutionize the technological world.”,false
"“A Coca-Cola truck filled with kids was found by police in Cicero, Illinois.”",false
"“Men’s swimming team refuses to compete against Lia Thomas, calling her a 'cheat'”",false
New Jersey drones are searching for missing radioactive material.,false
Video shows a drone crashed in New Jersey.,false
“The school shooter in Madison Wisconsin Christian School shooting has been identified as a female identifying as a male.”,false
"""The city of… is being warned to be alert & vigilant as there is a serial killer on the run,”  Robert Thibodeau.",false
"Drones reported in the U.S., including around the U.S. Capitol, have directed-energy weapons that have a “space-based laser generating system that can create pestilence.”",false
Photo shows a downed drone,false
Photo of a young man in a tie shows Wisconsin school shooter Natalie Rupnow.,false
"Video shows “Yellowstone’s super volcano is now really, really exploding.”",false
"A video shows President Joe Biden saying, “There are no drones over the United States.”",false
“The Pentagon has confirmed that the mysterious drones appearing across the globe are NOT of earthly origin.”,pants-fire
“Pride flags permanently prohibited at FIFA Club World Cup 2025.”,false
Photos show mysterious drones reported flying over parts of New Jersey in November and December 2024.,false
Video shows Mitch McConnell appearing in a press conference with a bandage around his head.,false
Images show Taylor Swift with Elon Musk promoting a household energy consumption reduction device.,pants-fire
"“After meeting with Elon Musk, Republican leader Sen. John Thune announces plans to cut Social Security.”",false
Six hundred body bags were “filled the first day” of Hurricane Helene recovery in North Carolina.,false
“Dr. Assad will return to ophthalmology after being deposed as president of Syria and plans to set up an eye clinic in Russia.”,false
“Texas declares bringing a pride flag to the classroom a crime.”,false
"Usuarios en redes sociales leen ‘manifiesto’ escrito por Luigi Mangione, el sospechoso de la muerte del ejecutivo de UnitedHealthcare.",false
“Elon Musk said he might run for governor of California.”,false
Video shows actor Kevin Costner and Dr. Mehmet Oz discussing treatment for chronic lung diseases.,false
The 14th Amendment “has never been challenged at SCOTUS.”,false
"Taylor Swift vowed to leave Elon Musk’s “toxic app X,” during the final moments of her Eras tour, calling him “rich, talented but heartless and immoral.”",false
"“The Universities of Wisconsin are 43rd out of 50 states in the nation, in terms of public support for our universities. The $855 million (budget request) gets us up to average.”",true
“A $7.20 an hour McDonalds employee … now gets a cool 1/2 million dollar reward” for helping police find the suspected UnitedHealthcare CEO shooter.,false
“Leaked secret recording” captured Ghana’s Vice President Mahamudu Bawumia calling Ghanaians “gullible and weak-minded.”,false
About 1% of federal employees are “actually working in the office.”,pants-fire
“New $40K AIDS cure is nearly 100% effective and requires two shots yearly.”,false
Photo shows pile of X-rated DVDs found at former Syrian president Bashar Assad’s palace.,false
"Substack article shows manifesto of Luigi Mangione, the suspect in health care executive's killing.",false
"“Brian Thompson, the CEO of UnitedHealthcare, was set to testify against Nancy Pelosi for insider trading.”",false
